
SetupTitle, IdVg_Vd_par
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absId, absIg, absIs, gm
TestParameter, Function.User.Unit, A, A, A, S
TestParameter, Function.User.Definition, abs(Id), abs(Ig), abs(Is), diff(abs(Id))/diff(Vg)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -1
TestParameter, Output.Graph.XAxis.Right, 2
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, absId, gm, absIg, absIs
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-15, 0, 1E-15, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.001, 1, 0.001, 0.001
TestParameter, Output.Graph.YAxis.Group, , , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, true, false, false
TestParameter, Output.List.Data, Vg, Vd, Id, Is, Ig, absId, absIs, absIg, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/03/2025 15:25:15
MetaData, TestRecord.TestTarget, R[5R]_D[5]_L[60]
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, !
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, b083fd9d-df67-4bff-a2b4-73055c92ccb5
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, gm, absIg, absIs
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, true, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, S, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, -2E-09, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 0.00063, 0.001, 0.001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=Vg, Direction=Double, Linear/Log=LINEAR, Start=-1 V, Stop=2 V, Step=25 mV, No. of Steps=121, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU3:HR, Name=Vd, Start=50 mV, Stop=1 V, Step=950 mV, No. of Steps=2, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=Vs, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vd	0.05,1	0.05	0.95	2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Vd, Id, Is, Ig, absId, absIs, absIg, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, A, A, A, A, S
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, IdVg_Vd_par
Dimension1, 242, 242, 242, 242, 242, 242, 242, 242, 242
Dimension2, 2, 2, 2, 2, 2, 2, 2, 2, 2
DataName, Vg, Vd, Id, Ig, Is, absId, absIg, absIs, gm
DataValue, -1, 0.05, -3.3673000000000005E-11, 1.4450000000000002E-12, -1.5860000000000001E-12, 3.3673000000000005E-11, 1.4450000000000002E-12, 1.5860000000000001E-12, 
DataValue, -0.97500000000000009, 0.05, 1.2047000000000002E-11, 1.875E-12, -1.856E-12, 1.2047000000000002E-11, 1.875E-12, 1.856E-12, -8.6504000000000325E-10
DataValue, -0.95000000000000007, 0.05, 5.2157000000000004E-11, 1.435E-12, -2.206E-12, 5.2157000000000004E-11, 1.435E-12, 2.206E-12, 1.6043999999999987E-09
DataValue, -0.925, 0.05, 4.2337000000000006E-11, 1.095E-12, -2.9760000000000002E-12, 4.2337000000000006E-11, 1.095E-12, 2.9760000000000002E-12, -3.9279999999999956E-10
DataValue, -0.9, 0.05, -1.0653000000000002E-11, 6.05E-13, -3.066E-12, 1.0653000000000002E-11, 6.05E-13, 3.066E-12, -1.267359999999999E-09
DataValue, -0.875, 0.05, -5.0543000000000007E-11, 4.45E-13, -2.276E-12, 5.0543000000000007E-11, 4.45E-13, 2.276E-12, 1.5955999999999987E-09
DataValue, -0.85000000000000009, 0.05, -4.4623E-11, 1.295E-12, -1.5260000000000002E-12, 4.4623E-11, 1.295E-12, 1.5260000000000002E-12, -2.36800000000001E-10
DataValue, -0.82500000000000007, 0.05, 7.517E-12, 1.7750000000000002E-12, -1.5360000000000001E-12, 7.517E-12, 1.7750000000000002E-12, 1.5360000000000001E-12, -1.484239999999999E-09
DataValue, -0.8, 0.05, 4.8787000000000007E-11, 1.395E-12, -2.7960000000000002E-12, 4.8787000000000007E-11, 1.395E-12, 2.7960000000000002E-12, 1.6507999999999987E-09
DataValue, -0.775, 0.05, 4.6757E-11, 9.25E-13, -3.276E-12, 4.6757E-11, 9.25E-13, 3.276E-12, -8.1200000000000118E-11
DataValue, -0.75, 0.05, -3.083E-12, 4.0500000000000004E-13, -3.2060000000000003E-12, 3.083E-12, 4.0500000000000004E-13, 3.2060000000000003E-12, -1.7469599999999987E-09
DataValue, -0.72500000000000009, 0.05, -4.5753000000000003E-11, 4.75E-13, -2.486E-12, 4.5753000000000003E-11, 4.75E-13, 2.486E-12, 1.7068000000000064E-09
DataValue, -0.70000000000000007, 0.05, -4.9063E-11, 6.85E-13, -1.6660000000000002E-12, 4.9063E-11, 6.85E-13, 1.6660000000000002E-12, 1.3239999999999985E-10
DataValue, -0.675, 0.05, -1.2630000000000002E-12, 1.4550000000000002E-12, -1.976E-12, 1.2630000000000002E-12, 1.4550000000000002E-12, 1.976E-12, -1.9119999999999984E-09
DataValue, -0.65, 0.05, 4.6127000000000007E-11, 1.6350000000000002E-12, -2.436E-12, 4.6127000000000007E-11, 1.6350000000000002E-12, 2.436E-12, 1.7945599999999988E-09
DataValue, -0.625, 0.05, 4.9497000000000004E-11, 1.0350000000000001E-12, -2.9360000000000004E-12, 4.9497000000000004E-11, 1.0350000000000001E-12, 2.9360000000000004E-12, 1.3479999999999976E-10
DataValue, -0.6, 0.05, -1.53E-13, 4.65E-13, -3.1860000000000004E-12, 1.53E-13, 4.65E-13, 3.1860000000000004E-12, -1.9737599999999984E-09
DataValue, -0.57500000000000007, 0.05, -4.4873E-11, 1.35E-13, -2.386E-12, 4.4873E-11, 1.35E-13, 2.386E-12, 1.7888000000000065E-09
DataValue, -0.55, 0.05, -5.1143000000000004E-11, 8.45E-13, -1.926E-12, 5.1143000000000004E-11, 8.45E-13, 1.926E-12, 2.5079999999999985E-10
DataValue, -0.525, 0.05, -5.343E-12, 1.6350000000000002E-12, -1.8360000000000003E-12, 5.343E-12, 1.6350000000000002E-12, 1.8360000000000003E-12, -1.8319999999999986E-09
DataValue, -0.5, 0.05, 4.0797000000000004E-11, 1.295E-12, -2.236E-12, 4.0797000000000004E-11, 1.295E-12, 2.236E-12, 1.418159999999999E-09
DataValue, -0.47500000000000003, 0.05, 5.3517000000000006E-11, 1.185E-12, -3.116E-12, 5.3517000000000006E-11, 1.185E-12, 3.116E-12, 5.0880000000000077E-10
DataValue, -0.45, 0.05, 1.0067E-11, 4.2500000000000006E-13, -3.936E-12, 1.0067E-11, 4.2500000000000006E-13, 3.936E-12, -1.7379999999999986E-09
DataValue, -0.42500000000000004, 0.05, -3.8283E-11, 6.2500000000000006E-13, -4.1060000000000005E-12, 3.8283E-11, 6.2500000000000006E-13, 4.1060000000000005E-12, 1.1286400000000016E-09
DataValue, -0.4, 0.05, -3.6883000000000006E-11, 1.055E-12, -5.1760000000000006E-12, 3.6883000000000006E-11, 1.055E-12, 5.1760000000000006E-12, -5.5999999999999807E-11
DataValue, -0.375, 0.05, 2.1017000000000002E-11, 1.475E-12, -9.486E-12, 2.1017000000000002E-11, 1.475E-12, 9.486E-12, -6.3463999999999958E-10
DataValue, -0.35000000000000003, 0.05, 6.9217000000000008E-11, 2.015E-12, -1.9926E-11, 6.9217000000000008E-11, 2.015E-12, 1.9926E-11, 1.9280000000000029E-09
DataValue, -0.325, 0.05, 7.7297000000000007E-11, 1.0250000000000002E-12, -3.8556000000000005E-11, 7.7297000000000007E-11, 1.0250000000000002E-12, 3.8556000000000005E-11, 3.2319999999999967E-10
DataValue, -0.3, 0.05, 6.8327000000000011E-11, 2.85E-13, -8.3426000000000007E-11, 6.8327000000000011E-11, 2.85E-13, 8.3426000000000007E-11, -3.5879999999999953E-10
DataValue, -0.275, 0.05, 1.12927E-10, 4.0500000000000004E-13, -1.7353600000000002E-10, 1.12927E-10, 4.0500000000000004E-13, 1.7353600000000002E-10, 1.7840000000000021E-09
DataValue, -0.25, 0.05, 2.99917E-10, 8.3500000000000008E-13, -3.49636E-10, 2.99917E-10, 8.3500000000000008E-13, 3.49636E-10, 7.4795999999999931E-09
DataValue, -0.225, 0.05, 6.8359700000000007E-10, 1.4950000000000002E-12, -7.11256E-10, 6.8359700000000007E-10, 1.4950000000000002E-12, 7.11256E-10, 1.5347200000000006E-08
DataValue, -0.2, 0.05, 1.27977E-09, 1.425E-12, -1.27164E-09, 1.27977E-09, 1.425E-12, 1.27164E-09, 2.3846920000000003E-08
DataValue, -0.17500000000000002, 0.05, 2.44197E-09, 2.055E-12, -2.38194E-09, 2.44197E-09, 2.055E-12, 2.38194E-09, 4.6488000000000012E-08
DataValue, -0.15, 0.05, 4.34967E-09, 9.8500000000000014E-13, -4.26244E-09, 4.34967E-09, 9.8500000000000014E-13, 4.26244E-09, 7.6307999999999931E-08
DataValue, -0.125, 0.05, 7.51597E-09, 4.5500000000000008E-13, -7.62384E-09, 7.51597E-09, 4.5500000000000008E-13, 7.62384E-09, 1.2665200000000002E-07
DataValue, -0.1, 0.05, 1.2401799999999998E-08, 1.2150000000000002E-12, -1.2354199999999999E-08, 1.2401799999999998E-08, 1.2150000000000002E-12, 1.2354199999999999E-08, 1.9543319999999999E-07
DataValue, -0.075, 0.05, 1.9958999999999997E-08, 1.425E-12, -1.9672E-08, 1.9958999999999997E-08, 1.425E-12, 1.9672E-08, 3.0228799999999983E-07
DataValue, -0.05, 0.05, 3.1668199999999994E-08, 1.0750000000000002E-12, -3.13792E-08, 3.1668199999999994E-08, 1.0750000000000002E-12, 3.13792E-08, 4.6836799999999995E-07
DataValue, -0.025, 0.05, 4.6677999999999996E-08, 1.195E-12, -4.7257199999999995E-08, 4.6677999999999996E-08, 1.195E-12, 4.7257199999999995E-08, 6.003920000000001E-07
DataValue, 0, 0.05, 7.1056799999999988E-08, 1.485E-12, -7.26462E-08, 7.1056799999999988E-08, 1.485E-12, 7.26462E-08, 9.7515199999999952E-07
DataValue, 0.025, 0.05, 1.018352E-07, 5.85E-13, -1.0338199999999999E-07, 1.018352E-07, 5.85E-13, 1.0338199999999999E-07, 1.2311360000000003E-06
DataValue, 0.05, 0.05, 1.416E-07, 1.6350000000000002E-12, -1.4186E-07, 1.416E-07, 1.6350000000000002E-12, 1.4186E-07, 1.590592E-06
DataValue, 0.075, 0.05, 1.9622E-07, 1.4450000000000002E-12, -1.9429999999999999E-07, 1.9622E-07, 1.4450000000000002E-12, 1.9429999999999999E-07, 2.1848000000000002E-06
